focal,baseline,n,winrate,winrate_ci_lo,winrate_ci_hi,p,utility_gap,utility_gap_ci_lo,utility_gap_ci_hi
pasct_plus_robust,btgreedy,500,0.5059,0.5043,0.5077,0.0002,0.0242,0.0177,0.0316
pasct_plus_robust,pasct_plus_exact,500,0.5000,0.5000,0.5000,1.0000,0.0000,0.0000,0.0000
pasct_plus_robust,psystate_pasct,500,0.5014,0.5004,0.5027,0.0002,0.0058,0.0016,0.0120
pasct_plus_robust,misc,500,0.5550,0.5484,0.5621,0.0002,0.2291,0.2006,0.2596
pasct_plus_robust,multiesc,500,0.5630,0.5568,0.5697,0.0002,0.2621,0.2349,0.2909
pasct_plus_robust,transesc,500,0.5590,0.5523,0.5660,0.0002,0.2458,0.2171,0.2762
pasct_plus_robust,oracle,500,0.5893,0.5819,0.5969,0.0002,0.3802,0.3470,0.4145
